Product_ID,Product_Name,Category,Store_ID,Store_Name,Region,Current_Price,Competitor_Price,Unit_Cost,Price_Adjustment_Percent,Candidate_Price,Predicted_Demand,Expected_Revenue,Expected_Profit,Price_Change_Percent,Competitor_Gap_Percent,Guardrail_Status,Is_Feasible
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_01,Delhi Flagship Metro,North,2999.0,3257.52,1753.43,10,3298.9,72.72,239910.89,112393.55,10.0,1.27,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_01,Delhi Flagship Metro,North,2999.0,3257.52,1753.43,11,3328.89,72.72,242091.89,114574.55,11.0,2.19,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_01,Delhi Flagship Metro,North,2999.0,3257.52,1753.43,12,3358.88,72.62,243905.68,116580.04,12.0,3.11,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_01,Delhi Flagship Metro,North,2999.0,3257.52,1753.43,13,3388.87,72.62,246083.41,118757.77,13.0,4.03,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_01,Delhi Flagship Metro,North,2999.0,3257.52,1753.43,14,3418.86,71.98,246103.74,119884.57,14.0,4.95,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_01,Delhi Flagship Metro,North,2999.0,3257.52,1753.43,15,3448.85,71.67,247187.34,121514.81,15.0,5.87,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-15,2549.15,68.39,174326.37,54416.17,-15.0,-13.59,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-14,2579.14,68.39,176377.27,56467.07,-14.0,-12.58,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-13,2609.13,68.57,178913.3,58677.07,-13.0,-11.56,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-12,2639.12,67.69,178648.28,59954.45,-12.0,-10.54,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-11,2669.11,67.9,181228.34,62173.22,-11.0,-9.53,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-10,2699.1,67.4,181922.17,63739.15,-10.0,-8.51,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-9,2729.09,67.13,183202.35,65495.54,-9.0,-7.49,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-8,2759.08,67.0,184855.96,67377.68,-8.0,-6.48,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-7,2789.07,67.0,186865.26,69386.98,-7.0,-5.46,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-6,2819.06,66.97,188802.28,71368.96,-6.0,-4.44,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-5,2849.05,66.97,190810.82,73377.5,-5.0,-3.43,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-4,2879.04,66.83,192403.68,75223.52,-4.0,-2.41,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-3,2909.03,66.43,193243.93,76765.34,-3.0,-1.39,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-2,2939.02,66.62,195788.6,78980.41,-2.0,-0.38,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,-1,2969.01,66.62,197786.44,80978.25,-1.0,0.64,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,0,2999.0,66.44,199255.63,82756.53,0.0,1.66,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,1,3028.99,65.54,198529.07,83604.02,1.0,2.67,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,2,3058.98,65.26,199620.22,85196.43,2.0,3.69,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,3,3088.97,65.26,201577.28,87153.49,3.0,4.71,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,4,3118.96,64.85,202260.74,88552.95,4.0,5.72,VIOLATED: Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,5,3148.95,64.85,204205.56,90497.77,5.0,6.74,VIOLATED: Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,6,3178.94,64.85,206150.37,92442.58,6.0,7.76,VIOLATED: Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,7,3208.93,63.7,204399.5,92711.11,7.0,8.77,VIOLATED: Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,8,3238.92,63.4,205355.29,94183.62,8.0,9.79,VIOLATED: Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,9,3268.91,62.89,205578.36,95306.97,9.0,10.8,VIOLATED: Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,10,3298.9,62.89,207464.4,97193.01,10.0,11.82,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,11,3328.89,62.89,209350.44,99079.05,11.0,12.84,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,12,3358.88,62.89,211236.48,100965.09,12.0,13.85,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,13,3388.87,62.89,213122.52,102851.13,13.0,14.87,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,14,3418.86,62.62,214086.15,104287.83,14.0,15.89,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_02,Bengaluru Tech Park Store,South,2999.0,2950.15,1753.43,15,3448.85,62.62,215964.1,106165.78,15.0,16.9,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-15,2549.15,86.82,221308.47,69081.68,-15.0,-20.16,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-14,2579.14,87.16,224799.35,71969.37,-14.0,-19.22,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-13,2609.13,87.16,227413.29,74583.31,-13.0,-18.28,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-12,2639.12,87.16,230027.24,77197.26,-12.0,-17.34,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-11,2669.11,87.16,232641.19,79811.21,-11.0,-16.4,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-10,2699.1,86.7,234017.36,81991.48,-10.0,-15.46,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-9,2729.09,86.97,237360.89,84857.42,-9.0,-14.52,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-8,2759.08,86.97,239969.25,87465.78,-8.0,-13.59,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-7,2789.07,86.97,242577.61,90074.14,-7.0,-12.65,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-6,2819.06,84.19,237328.28,89712.22,-6.0,-11.71,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-5,2849.05,84.19,239853.05,92236.99,-5.0,-10.77,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-4,2879.04,84.19,242377.82,94761.76,-4.0,-9.83,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-3,2909.03,84.39,245501.98,97524.63,-3.0,-8.89,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-2,2939.02,84.39,248032.93,100055.58,-2.0,-7.95,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,-1,2969.01,84.26,250176.92,102428.1,-1.0,-7.01,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,0,2999.0,84.26,252703.96,104955.14,0.0,-6.07,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,1,3028.99,83.8,253835.7,106894.6,1.0,-5.13,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,2,3058.98,83.47,255329.68,108972.82,2.0,-4.19,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,3,3088.97,83.01,256423.35,110866.61,3.0,-3.25,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,4,3118.96,83.01,258912.9,113356.16,4.0,-2.31,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,5,3148.95,83.01,261402.44,115845.7,5.0,-1.37,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,6,3178.94,83.01,263891.99,118335.25,6.0,-0.44,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,7,3208.93,82.51,264763.85,120091.05,7.0,0.5,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,8,3238.92,81.96,265474.24,121756.43,8.0,1.44,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,9,3268.91,81.96,267932.33,124214.52,9.0,2.38,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,10,3298.9,81.85,270029.76,126503.65,10.0,3.32,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,11,3328.89,82.44,274447.03,129887.23,11.0,4.26,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,12,3358.88,82.41,276802.16,132303.63,12.0,5.2,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,13,3388.87,81.71,276892.9,133626.17,13.0,6.14,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,14,3418.86,81.45,278476.52,135654.33,14.0,7.08,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_03,Mumbai High Street Mall,West,2999.0,3192.84,1753.43,15,3448.85,81.45,280919.29,138097.1,15.0,8.02,VIOLATED: Exceeds max price increase limit (+10.0%); Exceeds max competitor premium (+5.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-15,2294.23,91.83,210668.28,49659.11,-15.0,-28.55,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-14,2321.23,91.83,213147.56,52138.39,-14.0,-27.71,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-13,2348.22,91.83,215625.92,54616.75,-13.0,-26.87,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-12,2375.21,91.83,218104.29,57095.12,-12.0,-26.03,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-11,2402.2,92.47,222139.21,59993.86,-11.0,-25.19,VIOLATED: Exceeds max price decrease limit (-10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-10,2429.19,92.47,224635.06,62489.71,-10.0,-24.35,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-9,2456.18,92.47,227130.91,64985.56,-9.0,-23.51,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-8,2483.17,89.52,222299.09,65328.0,-8.0,-22.67,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-7,2510.16,89.52,224715.3,67744.21,-7.0,-21.83,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-6,2537.15,84.34,213990.95,66101.33,-6.0,-20.99,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-5,2564.14,84.34,216267.36,68377.74,-5.0,-20.15,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-4,2591.14,84.69,219436.0,70943.19,-4.0,-19.31,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-3,2618.13,84.19,220426.96,72801.27,-3.0,-18.47,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-2,2645.12,83.34,220454.76,74316.97,-2.0,-17.63,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,-1,2672.11,82.41,220196.97,75704.42,-1.0,-16.79,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,0,2699.1,82.41,222421.1,77928.55,0.0,-15.95,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,1,2726.09,83.34,227182.45,81057.95,1.0,-15.11,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,2,2753.08,83.35,229481.17,83325.17,2.0,-14.27,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,3,2780.07,83.35,231730.9,85574.9,3.0,-13.42,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,4,2807.06,83.35,233980.63,87824.63,4.0,-12.58,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,5,2834.06,82.56,233980.09,89216.85,5.0,-11.74,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,6,2861.05,82.56,236208.39,91445.15,6.0,-10.9,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,7,2888.04,81.68,235896.23,92675.38,7.0,-10.06,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,8,2915.03,81.66,238048.08,94858.94,8.0,-9.22,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,9,2942.02,81.57,239977.74,96952.14,9.0,-8.38,PASSED,True
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,10,2969.01,81.3,241372.96,98823.56,10.0,-7.54,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,11,2996.0,81.17,243176.7,100855.83,11.0,-6.7,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,12,3022.99,81.17,245367.4,103046.53,12.0,-5.86,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,13,3049.98,81.17,247558.1,105237.23,13.0,-5.02,VIOLATED: Exceeds max price increase limit (+10.0%),False
PROD_01,Wireless Noise-Canceling Headphones,Electronics,STORE_04,Kolkata City Center,East,2699.1,3211.16,1753.43,14,3076.97,80.54,247812.83,106595.19,14.0,-4.18,VIOLATED: Exceeds max price increase limit (+10.0%),False
