Date,Product_ID,Product_Name,Store_ID,Category,Our_Price,Actual_Demand,Forecast_XGBoost,Forecast_Error
2025-11-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2939.02,89,107.8,18.800003051757812
2025-12-01,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,69,77.7,8.699996948242188
2025-12-02,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,88,78.4,-9.599998474121094
2025-12-03,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2939.02,64,79.3,15.300003051757812
2025-12-04,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,68,75.5,7.5
2025-12-05,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2699.1,131,135.4,4.399993896484375
2025-12-06,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2939.02,101,104.2,3.1999969482421875
2025-12-07,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,82,99.9,17.900001525878906
2025-12-08,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,64,73.0,9.0
2025-12-09,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2879.04,95,75.5,-19.5
2025-12-10,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2699.1,100,111.8,11.800003051757812
2025-12-11,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2699.1,124,115.8,-8.199996948242188
2025-12-12,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,93,90.9,-2.0999984741210938
2025-12-13,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,85,102.8,17.800003051757812
2025-12-14,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,98,100.9,2.9000015258789062
2025-12-15,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,64,74.6,10.599998474121094
2025-12-16,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2699.1,133,118.4,-14.599998474121094
2025-12-17,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,74,77.4,3.4000015258789062
2025-12-18,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,72,77.7,5.6999969482421875
2025-12-19,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2849.05,121,124.1,3.0999984741210938
2025-12-20,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,89,99.1,10.099998474121094
2025-12-21,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2549.15,170,155.3,-14.699996948242188
2025-12-22,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,74,77.8,3.8000030517578125
2025-12-23,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2549.15,118,125.7,7.6999969482421875
2025-12-24,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,79,72.7,-6.3000030517578125
2025-12-25,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2939.02,67,77.5,10.5
2025-12-26,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,81,88.0,7.0
2025-12-27,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,99,96.8,-2.1999969482421875
2025-12-28,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,94,99.4,5.400001525878906
2025-12-29,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2399.2,122,139.6,17.600006103515625
2025-12-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2939.02,74,82.9,8.900001525878906
2025-12-31,PROD_01,Wireless Noise-Canceling Headphones,STORE_01,Electronics,2999.0,69,77.0,8.0
2025-09-17,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,56,50.7,-5.299999237060547
2025-09-18,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,38,51.0,13.0
2025-09-19,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,42,53.7,11.700000762939453
2025-09-20,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,97,63.9,-33.099998474121094
2025-09-21,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2399.2,105,124.3,19.300003051757812
2025-09-22,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,47,48.1,1.0999984741210938
2025-09-23,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,53,49.5,-3.5
2025-09-24,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,59,49.4,-9.599998474121094
2025-09-25,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,52,48.7,-3.299999237060547
2025-09-26,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,67,57.5,-9.5
2025-09-27,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,64,66.0,2.0
2025-09-28,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2699.1,87,103.4,16.400001525878906
2025-09-29,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,45,52.2,7.200000762939453
2025-09-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,44,52.0,8.0
2025-10-01,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,60,54.5,-5.5
2025-10-02,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,65,57.8,-7.200000762939453
2025-10-03,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,60,68.1,8.099998474121094
2025-10-04,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,78,76.5,-1.5
2025-10-05,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2249.25,209,146.5,-62.5
2025-10-06,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,83,58.8,-24.200000762939453
2025-10-07,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,70,58.9,-11.099998474121094
2025-10-08,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,86,60.8,-25.200000762939453
2025-10-09,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,65,61.2,-3.799999237060547
2025-10-10,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2399.2,170,131.7,-38.30000305175781
2025-10-11,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,80,89.0,9.0
2025-10-12,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2549.15,151,144.8,-6.1999969482421875
2025-10-13,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,60,68.5,8.5
2025-10-14,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,67,67.8,0.8000030517578125
2025-10-15,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,69,72.7,3.6999969482421875
2025-10-16,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,59,68.4,9.400001525878906
2025-10-17,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,76,72.6,-3.4000015258789062
2025-10-18,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,99,93.6,-5.400001525878906
2025-10-19,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,103,88.1,-14.900001525878906
2025-10-20,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,92,98.9,6.900001525878906
2025-10-21,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2549.15,101,121.2,20.199996948242188
2025-10-22,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2549.15,132,125.8,-6.1999969482421875
2025-10-23,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,65,77.8,12.800003051757812
2025-10-24,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,71,88.9,17.900001525878906
2025-10-25,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,107,130.9,23.899993896484375
2025-10-26,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,82,99.6,17.599998474121094
2025-10-27,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,58,73.3,15.300003051757812
2025-10-28,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,77,70.8,-6.1999969482421875
2025-10-29,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2399.2,120,125.2,5.1999969482421875
2025-10-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,68,74.0,6.0
2025-10-31,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,53,84.8,31.800003051757812
2025-11-01,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,102,84.4,-17.599998474121094
2025-11-02,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2699.1,121,144.2,23.199996948242188
2025-11-03,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,59,69.1,10.099998474121094
2025-11-04,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,53,70.0,17.0
2025-11-05,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,79,66.7,-12.300003051757812
2025-11-06,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,77,67.3,-9.699996948242188
2025-11-07,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,60,77.0,17.0
2025-11-08,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,93,85.8,-7.1999969482421875
2025-11-09,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,90,86.3,-3.6999969482421875
2025-11-10,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,102,97.0,-5.0
2025-11-11,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,68,67.8,-0.1999969482421875
2025-11-12,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,62,69.2,7.1999969482421875
2025-11-13,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,71,67.0,-4.0
2025-11-14,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,90,76.8,-13.199996948242188
2025-11-15,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,91,88.8,-2.1999969482421875
2025-11-16,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,71,89.6,18.599998474121094
2025-11-17,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,76,68.1,-7.900001525878906
2025-11-18,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,68,69.5,1.5
2025-11-19,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,59,70.4,11.400001525878906
2025-11-20,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,58,66.2,8.199996948242188
2025-11-21,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,89,100.9,11.900001525878906
2025-11-22,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,103,88.7,-14.300003051757812
2025-11-23,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,88,85.2,-2.8000030517578125
2025-11-24,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,83,71.2,-11.800003051757812
2025-11-25,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,74,67.6,-6.400001525878906
2025-11-26,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,61,67.0,6.0
2025-11-27,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,83,65.0,-18.0
2025-11-28,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,82,77.1,-4.900001525878906
2025-11-29,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2399.2,152,159.1,7.100006103515625
2025-11-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,93,88.1,-4.900001525878906
2025-12-01,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,66,68.7,2.6999969482421875
2025-12-02,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,61,65.5,4.5
2025-12-03,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,71,67.9,-3.0999984741210938
2025-12-04,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,51,65.8,14.800003051757812
2025-12-05,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,100,72.6,-27.400001525878906
2025-12-06,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,99,88.3,-10.699996948242188
2025-12-07,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,126,121.4,-4.599998474121094
2025-12-08,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,70,69.8,-0.1999969482421875
2025-12-09,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,59,66.5,7.5
2025-12-10,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,67,65.0,-2.0
2025-12-11,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,67,64.7,-2.3000030517578125
2025-12-12,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,81,74.6,-6.400001525878906
2025-12-13,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,86,86.7,0.6999969482421875
2025-12-14,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,79,83.0,4.0
2025-12-15,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,50,66.5,16.5
2025-12-16,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,66,63.7,-2.299999237060547
2025-12-17,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,76,65.4,-10.599998474121094
2025-12-18,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,68,65.3,-2.6999969482421875
2025-12-19,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,71,75.4,4.400001525878906
2025-12-20,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,102,82.3,-19.699996948242188
2025-12-21,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,128,118.9,-9.099998474121094
2025-12-22,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2879.04,77,65.5,-11.5
2025-12-23,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2849.05,90,93.4,3.4000015258789062
2025-12-24,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,67,68.4,1.4000015258789062
2025-12-25,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,52,67.9,15.900001525878906
2025-12-26,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,65,71.0,6.0
2025-12-27,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,82,79.1,-2.9000015258789062
2025-12-28,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,81,82.1,1.0999984741210938
2025-12-29,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2699.1,113,99.1,-13.900001525878906
2025-12-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2939.02,69,67.3,-1.6999969482421875
2025-12-31,PROD_01,Wireless Noise-Canceling Headphones,STORE_02,Electronics,2999.0,55,66.4,11.400001525878906
2025-09-17,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,47,50.9,3.9000015258789062
2025-09-18,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,49,48.8,-0.20000076293945312
2025-09-19,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,69,56.1,-12.900001525878906
2025-09-20,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2399.2,139,132.2,-6.8000030517578125
2025-09-21,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2699.1,120,103.8,-16.199996948242188
2025-09-22,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,50,51.6,1.5999984741210938
2025-09-23,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2849.05,68,72.2,4.1999969482421875
2025-09-24,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2549.15,98,88.5,-9.5
2025-09-25,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,57,56.1,-0.9000015258789062
2025-09-26,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2879.04,59,65.1,6.099998474121094
2025-09-27,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,59,69.3,10.300003051757812
2025-09-28,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,56,67.0,11.0
2025-09-29,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,50,53.4,3.4000015258789062
2025-09-30,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,47,53.3,6.299999237060547
2025-10-01,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2879.04,81,64.5,-16.5
2025-10-02,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,71,61.8,-9.200000762939453
2025-10-03,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,82,76.1,-5.900001525878906
2025-10-04,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2699.1,125,116.8,-8.199996948242188
2025-10-05,PROD_01,Wireless Noise-Canceling Headphones,STORE_03,Electronics,2999.0,106,76.8,-29.199996948242188
